# !!! ------------------------------- NOTE!! --------------------------------- !!!
# !!! THESE COMPOUNDS ARE READ FROM THE DEFINITION FILE, NOT KPP OUTPUT. THIS  !!!
# !!! MEANS THAT THE NUMBER OF COMPOUNDS MAY BE MORE THAN IS ACTUALLY IN THE   !!!
# !!! SCHEME. ALSO, THE ORDER OF COMPOUNDS IS _NOT_ THE SAME AS THE INDICES IN !!!
# !!! CHEMISTRY. THE INFORMATION IN THIS FILE SHOULD BE USED IN A DICTIONARY.  !!! 
# If all atoms are zero, scheme definition had IGNORE in elemental composition
# name                         mass          C  H  O  N  S Cl Br  I  is_Radical
C96O                           155.21700000  9 15  2  0  0  0  0  0   0
C96NO3                         201.22200000  9 15  4  1  0  0  0  0   0
C97O2                          187.21500000  9 15  4  0  0  0  0  0   1
C97O                           171.21600000  9 15  3  0  0  0  0  0   0
C98O2                          203.21400000  9 15  5  0  0  0  0  0   1
C98O                           187.21500000  9 15  4  0  0  0  0  0   0
C98NO3                         233.22000000  9 15  6  1  0  0  0  0   0
C614O2                         161.13300000  6  9  5  0  0  0  0  0   1
C614O                          145.13400000  6  9  4  0  0  0  0  0   0
C614NO3                        191.13900000  6  9  6  1  0  0  0  0   0
PINALO                         183.22700000 10 15  3  0  0  0  0  0   0
PINALNO3                       229.23200000 10 15  5  1  0  0  0  0   0
C106O2                         215.22500000 10 15  5  0  0  0  0  0   1
C106O                          199.22600000 10 15  4  0  0  0  0  0   0
C106NO3                        245.23100000 10 15  6  1  0  0  0  0   0
C716O2                         173.14400000  7  9  5  0  0  0  0  0   1
C716O                          157.14500000  7  9  4  0  0  0  0  0   0
CO13C4CHO                      114.10000000  5  6  3  0  0  0  0  0   0
C10PAN2                        245.23100000 10 15  6  1  0  0  0  0   0
PERPINONIC                     200.23400000 10 16  4  0  0  0  0  0   0
PINONIC                        184.23500000 10 16  3  0  0  0  0  0   0
C96OOH                         172.22400000  9 16  3  0  0  0  0  0   0
C96OH                          156.22500000  9 16  2  0  0  0  0  0   0
NORPINAL                       154.20900000  9 14  2  0  0  0  0  0   0
C97OOH                         188.22300000  9 16  4  0  0  0  0  0   0
C97OH                          172.22400000  9 16  3  0  0  0  0  0   0
C98OOH                         204.22200000  9 16  5  0  0  0  0  0   0
C98OH                          188.22300000  9 16  4  0  0  0  0  0   0
C614OOH                        162.14100000  6 10  5  0  0  0  0  0   0
C614OH                         146.14200000  6 10  4  0  0  0  0  0   0
C614CO                         144.12600000  6  8  4  0  0  0  0  0   0
PINALOOH                       200.23400000 10 16  4  0  0  0  0  0   0
PINALOH                        184.23500000 10 16  3  0  0  0  0  0   0
C106OOH                        216.23300000 10 16  5  0  0  0  0  0   0
C106OH                         200.23400000 10 16  4  0  0  0  0  0   0
C716OOH                        174.15200000  7 10  5  0  0  0  0  0   0
C716OH                         158.15300000  7 10  4  0  0  0  0  0   0
CO235C6CHO                     156.13700000  7  8  4  0  0  0  0  0   0
H3C25C6O2                      161.13300000  6  9  5  0  0  0  0  0   1
H3C25C6CO3                     189.14300000  7  9  6  0  0  0  0  0   1
H3C25C6O                       145.13400000  6  9  4  0  0  0  0  0   0
H3C2C4CO3                      147.10600000  5  7  5  0  0  0  0  0   1
H3C2C4PAN                      193.11100000  5  7  7  1  0  0  0  0   0
H3C2C4CO3H                     148.11400000  5  8  5  0  0  0  0  0   0
H3C2C4CO2H                     132.11500000  5  8  4  0  0  0  0  0   0
H3C25C5CHO                     144.12600000  6  8  4  0  0  0  0  0   0
H3C25C6PAN                     235.14800000  7  9  8  1  0  0  0  0   0
H3C25CCO3H                     190.15100000  7 10  6  0  0  0  0  0   0
H3C25CCO2H                     174.15200000  7 10  5  0  0  0  0  0   0
H3C25C6OOH                     162.14100000  6 10  5  0  0  0  0  0   0
H3C25C6OH                      146.14200000  6 10  4  0  0  0  0  0   0
C85O2                          157.18900000  8 13  3  0  0  0  0  0   1
C85CO3                         185.19900000  9 13  4  0  0  0  0  0   1
C85O                           141.19000000  8 13  2  0  0  0  0  0   0
C86O2                          173.18800000  8 13  4  0  0  0  0  0   1
C86O                           157.18900000  8 13  3  0  0  0  0  0   0
C511O2                         131.10700000  5  7  4  0  0  0  0  0   1
C511O                          115.10800000  5  7  3  0  0  0  0  0   0
CO235C5CHO                     142.11000000  6  6  4  0  0  0  0  0   0
CO235C6CO3                     187.12700000  7  7  6  0  0  0  0  0   1
CO235C6O2                      159.11700000  6  7  5  0  0  0  0  0   1
CO235C6O                       143.11800000  6  7  4  0  0  0  0  0   0
C9PAN2                         231.20400000  9 13  6  1  0  0  0  0   0
C85CO3H                        186.20700000  9 14  4  0  0  0  0  0   0
C85OOH                         158.19700000  8 14  3  0  0  0  0  0   0
C86OOH                         174.19600000  8 14  4  0  0  0  0  0   0
C511OOH                        132.11500000  5  8  4  0  0  0  0  0   0
C7PAN3                         233.13200000  7  7  8  1  0  0  0  0   0
C235C6CO3H                     188.13500000  7  8  6  0  0  0  0  0   0
CO235C6OOH                     160.12500000  6  8  5  0  0  0  0  0   0
APINBO                         169.24400000 10 17  2  0  0  0  0  0   0
APINBNO3                       215.24900000 10 17  4  1  0  0  0  0   0
APINBOOH                       186.25100000 10 18  3  0  0  0  0  0   0
APINBCO                        168.23600000 10 16  2  0  0  0  0  0   0
NAPINAO2                       230.24000000 10 16  5  1  0  0  0  0   1
NAPINBO2                       230.24000000 10 16  5  1  0  0  0  0   1
NAPINAO                        214.24100000 10 16  4  1  0  0  0  0   0
NAPINAOOH                      231.24800000 10 17  5  1  0  0  0  0   0
NAPINBO                        214.24100000 10 16  4  1  0  0  0  0   0
NC101CO                        213.23300000 10 15  4  1  0  0  0  0   0
NAPINBOOH                      231.24800000 10 17  5  1  0  0  0  0   0
NC101O2                        244.22300000 10 14  6  1  0  0  0  0   1
NC101O                         228.22400000 10 14  5  1  0  0  0  0   0
NC102O2                        260.22200000 10 14  7  1  0  0  0  0   1
NC102O                         244.22300000 10 14  6  1  0  0  0  0   0
NC71O2                         218.14100000  7  8  7  1  0  0  0  0   1
NC71O                          202.14200000  7  8  6  1  0  0  0  0   0
NC71CO                         201.13400000  7  7  6  1  0  0  0  0   0
NC101OOH                       245.23100000 10 15  6  1  0  0  0  0   0
NC102OOH                       261.23000000 10 15  7  1  0  0  0  0   0
NC71OOH                        219.14900000  7  9  7  1  0  0  0  0   0
NC72O2                         232.12400000  7  6  8  1  0  0  0  0   1
NC72O                          216.12500000  7  6  7  1  0  0  0  0   0
NC61CO3                        248.12300000  7  6  9  1  0  0  0  0   1
NC72OOH                        233.13200000  7  7  8  1  0  0  0  0   0
NC6PAN1                        294.12800000  7  6 11  2  0  0  0  0   0
NC61CO3H                       249.13100000  7  7  9  1  0  0  0  0   0
APINCO                         169.24400000 10 17  2  0  0  0  0  0   0
APINCNO3                       215.24900000 10 17  4  1  0  0  0  0   0
C720O2                         143.16200000  7 11  3  0  0  0  0  0   1
APINCOOH                       186.25100000 10 18  3  0  0  0  0  0   0
APINCOH                        170.25200000 10 18  2  0  0  0  0  0   0
HCC7CO                         126.15500000  7 10  2  0  0  0  0  0   0
C720O                          127.16300000  7 11  2  0  0  0  0  0   0
C720NO3                        173.16800000  7 11  4  1  0  0  0  0   0
C720OOH                        144.17000000  7 12  3  0  0  0  0  0   0
C720OH                         128.17100000  7 12  2  0  0  0  0  0   0
C719O2                         175.16000000  7 11  5  0  0  0  0  0   1
C719O                          159.16100000  7 11  4  0  0  0  0  0   0
C719NO3                        205.16600000  7 11  6  1  0  0  0  0   0
C719OOH                        176.16800000  7 12  5  0  0  0  0  0   0
C719OH                         160.16900000  7 12  4  0  0  0  0  0   0
APINOOA                        184.23500000 10 16  3  0  0  0  0  0   0
APINOOB                        184.23500000 10 16  3  0  0  0  0  0   0
C107O2                         199.22600000 10 15  4  0  0  0  0  0   1
C109O2                         199.22600000 10 15  4  0  0  0  0  0   1
COO2C4O                        103.09700000  4  7  3  0  0  0  0  0   0
COO2C4OOH                      120.10400000  4  8  4  0  0  0  0  0   0
COO2C4O2                       119.09600000  4  7  4  0  0  0  0  0   1
COO2C3CHO                      102.08900000  4  6  3  0  0  0  0  0   0
C107O                          183.22700000 10 15  3  0  0  0  0  0   0
C108O2                         215.22500000 10 15  5  0  0  0  0  0   1
C108O                          199.22600000 10 15  4  0  0  0  0  0   0
C108NO3                        245.23100000 10 15  6  1  0  0  0  0   0
C717O2                         173.14400000  7  9  5  0  0  0  0  0   1
C717O                          157.14500000  7  9  4  0  0  0  0  0   0
C717NO3                        203.15000000  7  9  6  1  0  0  0  0   0
C107OOH                        200.23400000 10 16  4  0  0  0  0  0   0
C107OH                         184.23500000 10 16  3  0  0  0  0  0   0
C108OOH                        216.23300000 10 16  5  0  0  0  0  0   0
C108OH                         200.23400000 10 16  4  0  0  0  0  0   0
C717OOH                        174.15200000  7 10  5  0  0  0  0  0   0
C717OH                         158.15300000  7 10  4  0  0  0  0  0   0
C109O                          183.22700000 10 15  3  0  0  0  0  0   0
C89CO3                         185.19900000  9 13  4  0  0  0  0  0   1
C920CO3                        215.22500000 10 15  5  0  0  0  0  0   1
C109OOH                        200.23400000 10 16  4  0  0  0  0  0   0
C109OH                         184.23500000 10 16  3  0  0  0  0  0   0
C109CO                         182.21900000 10 14  3  0  0  0  0  0   0
C920O2                         187.21500000  9 15  4  0  0  0  0  0   1
C920O                          171.21600000  9 15  3  0  0  0  0  0   0
C921O2                         203.21400000  9 15  5  0  0  0  0  0   1
C921O                          187.21500000  9 15  4  0  0  0  0  0   0
C922O2                         219.21300000  9 15  6  0  0  0  0  0   1
C922O                          203.21400000  9 15  5  0  0  0  0  0   0
C621O2                         177.13200000  6  9  6  0  0  0  0  0   1
C621O                          161.13300000  6  9  5  0  0  0  0  0   0
H1C23C4CHO                     130.09900000  5  6  4  0  0  0  0  0   0
H1C23C4O2                      133.07900000  4  5  5  0  0  0  0  0   1
H1C23C4CO3                     161.08900000  5  5  6  0  0  0  0  0   1
H1C23C4O                       117.08000000  4  5  4  0  0  0  0  0   0
H1C23C4PAN                     207.09400000  5  5  8  1  0  0  0  0   0
HC23C4CO3H                     162.09700000  5  6  6  0  0  0  0  0   0
H1C23C4OOH                     134.08700000  4  6  5  0  0  0  0  0   0
C920PAN                        261.23000000 10 15  7  1  0  0  0  0   0
C920CO3H                       216.23300000 10 16  5  0  0  0  0  0   0
HOPINONIC                      200.23400000 10 16  4  0  0  0  0  0   0
C920OOH                        188.22300000  9 16  4  0  0  0  0  0   0
C921OOH                        204.22200000  9 16  5  0  0  0  0  0   0
C922OOH                        220.22100000  9 16  6  0  0  0  0  0   0
C621OOH                        178.14000000  6 10  6  0  0  0  0  0   0
APINBOO                        184.23500000 10 16  3  0  0  0  0  0   0
MOCOCH2O                        89.07000000  3  5  3  0  0  0  0  0   0
MOCOCH2O2                      105.06900000  3  5  4  0  0  0  0  0   1
MOCOCH2OOH                     106.07700000  3  6  4  0  0  0  0  0   0
BENZENE                         78.11400000  6  6  0  0  0  0  0  0   0
BZBIPERO2                      159.11700000  6  7  5  0  0  0  0  0   1
BZEPOXMUC                      126.11100000  6  6  3  0  0  0  0  0   0
PHENOL                          94.11300000  6  6  1  0  0  0  0  0   0
BZBIPERO                       143.11800000  6  7  4  0  0  0  0  0   0
BZBIPERNO3                     189.12300000  6  7  6  1  0  0  0  0   0
MALDIAL                         84.07400000  4  4  2  0  0  0  0  0   0
BZFUONE                         84.07400000  4  4  2  0  0  0  0  0   0
BZBIPEROOH                     160.12500000  6  8  5  0  0  0  0  0   0
BZBIPER2OH                     144.12600000  6  8  4  0  0  0  0  0   0
BZOBIPEROH                     142.11000000  6  6  4  0  0  0  0  0   0
MALDIALCO3                     115.06400000  4  3  4  0  0  0  0  0   1
MALDIALO2                      133.07900000  4  5  5  0  0  0  0  0   1
MALDIALO                       117.08000000  4  5  4  0  0  0  0  0   0
MALDIALOOH                     134.08700000  4  6  5  0  0  0  0  0   0
HOCOC4DIAL                     116.07200000  4  4  4  0  0  0  0  0   0
HOHOC4DIAL                     118.08800000  4  6  4  0  0  0  0  0   0
MALDIALCO2                      99.06500000  4  3  3  0  0  0  0  0   0
MALDIALPAN                     161.06900000  4  3  6  1  0  0  0  0   0
MALDALCO3H                     116.07200000  4  4  4  0  0  0  0  0   0
MALDALCO2H                     100.07300000  4  4  3  0  0  0  0  0   0
C32OH13CO                       88.06200000  3  4  3  0  0  0  0  0   0
HCOCOHCO3                      119.05200000  3  3  5  0  0  0  0  0   1
CO2C4DIAL                      114.05600000  4  2  4  0  0  0  0  0   0
HCOCOHPAN                      165.05700000  3  3  7  1  0  0  0  0   0
HCOCOHCO3H                     120.06000000  3  4  5  0  0  0  0  0   0
EPXC4DIAL                      100.07300000  4  4  3  0  0  0  0  0   0
MALANHY                         98.05700000  4  2  3  0  0  0  0  0   0
MALANHYO2                      147.06200000  4  3  6  0  0  0  0  0   1
MALANHYO                       131.06300000  4  3  5  0  0  0  0  0   0
MALANHYOOH                     148.07000000  4  4  6  0  0  0  0  0   0
MALANHY2OH                     132.07100000  4  4  5  0  0  0  0  0   0
MALNHYOHCO                     130.05500000  4  2  5  0  0  0  0  0   0
C5DIALO2                       129.09100000  5  5  4  0  0  0  0  0   1
BZEMUCCO3                      157.10100000  6  5  5  0  0  0  0  0   1
BZEMUCO2                       175.11600000  6  7  6  0  0  0  0  0   1
BZEMUCO                        159.11700000  6  7  5  0  0  0  0  0   0
BZEMUCNO3                      205.12200000  6  7  7  1  0  0  0  0   0
C3DIALO2                       103.05300000  3  3  4  0  0  0  0  0   1
BZEMUCOOH                      176.12400000  6  8  6  0  0  0  0  0   0
BZEMUCOH                       160.12500000  6  8  5  0  0  0  0  0   0
BZEMUCCO                       158.10900000  6  6  5  0  0  0  0  0   0
C3DIALO                         87.05400000  3  3  3  0  0  0  0  0   0
C3DIALOOH                      104.06100000  3  4  4  0  0  0  0  0   0
C5DIALO                        113.09200000  5  5  3  0  0  0  0  0   0
BZEMUCPAN                      203.10600000  6  5  7  1  0  0  0  0   0
BZEMUCCO3H                     158.10900000  6  6  5  0  0  0  0  0   0
BZEMUCCO2H                     142.11000000  6  6  4  0  0  0  0  0   0
C5DIALOOH                      130.09900000  5  6  4  0  0  0  0  0   0
C5DIALOH                       114.10000000  5  6  3  0  0  0  0  0   0
C5DIALCO                       112.08400000  5  4  3  0  0  0  0  0   0
EPXDLCO3                       131.06300000  4  3  5  0  0  0  0  0   1
EPXDLPAN                       177.06800000  4  3  7  1  0  0  0  0   0
EPXDLCO3H                      132.07100000  4  4  5  0  0  0  0  0   0
EPXDLCO2H                      116.07200000  4  4  4  0  0  0  0  0   0
PBZQO2                         157.10100000  6  5  5  0  0  0  0  0   1
PBZQONE                        108.09600000  6  4  2  0  0  0  0  0   0
PBZQO                          141.10200000  6  5  4  0  0  0  0  0   0
C5CO2OHCO3                     173.10000000  6  5  6  0  0  0  0  0   1
PBZQOOH                        158.10900000  6  6  5  0  0  0  0  0   0
PBZQOH                         142.11000000  6  6  4  0  0  0  0  0   0
PBZQCO                         140.09400000  6  4  4  0  0  0  0  0   0
BZFUO2                         133.07900000  4  5  5  0  0  0  0  0   1
BZFUO                          117.08000000  4  5  4  0  0  0  0  0   0
CO14O3CHO                      116.07200000  4  4  4  0  0  0  0  0   0
BZFUOOH                        134.08700000  4  6  5  0  0  0  0  0   0
BZFUOH                         118.08800000  4  6  4  0  0  0  0  0   0
BZFUCO                         116.07200000  4  4  4  0  0  0  0  0   0
C6H5O                           93.10500000  6  5  1  0  0  0  0  0   0
PHENO2                         175.11600000  6  7  6  0  0  0  0  0   1
CATECHOL                       110.11200000  6  6  2  0  0  0  0  0   0
NPHENO2                        220.11300000  6  6  8  1  0  0  0  0   1
PHENO                          159.11700000  6  7  5  0  0  0  0  0   0
C6H5O2                         109.10400000  6  5  2  0  0  0  0  0   1
C6H5OOH                        110.11200000  6  6  2  0  0  0  0  0   0
HOC6H4NO2                      139.11000000  6  5  3  1  0  0  0  0   0
NPHEN1O                        138.10200000  6  4  3  1  0  0  0  0   0
DNPHEN                         184.10700000  6  4  5  2  0  0  0  0   0
NPHEN1O2                       154.10100000  6  4  4  1  0  0  0  0   1
NPHEN1OOH                      155.10900000  6  5  4  1  0  0  0  0   0
CATEC1O                        109.10400000  6  5  2  0  0  0  0  0   0
CATECOOA                       158.10900000  6  6  5  0  0  0  0  0   0
NCATECHOL                      155.10900000  6  5  4  1  0  0  0  0   0
CATEC1O2                       125.10300000  6  5  3  0  0  0  0  0   1
CATEC1OOH                      126.11100000  6  6  3  0  0  0  0  0   0
NCATECO2                       236.11200000  6  6  9  1  0  0  0  0   1
NNCATECO2                      281.10900000  6  5 11  2  0  0  0  0   1
NCATECO                        220.11300000  6  6  8  1  0  0  0  0   0
NC4DCO2H                       145.07000000  4  3  5  1  0  0  0  0   0
NCATECOOH                      237.12000000  6  7  9  1  0  0  0  0   0
NNCATECO                       265.11000000  6  5 10  2  0  0  0  0   0
NNCATECOOH                     282.11700000  6  6 11  2  0  0  0  0   0
NC4DCO2                        144.06200000  4  2  5  1  0  0  0  0   0
DNPHENO2                       265.11000000  6  5 10  2  0  0  0  0   1
NDNPHENO2                      310.10700000  6  4 12  3  0  0  0  0   1
DNPHENO                        249.11100000  6  5  9  2  0  0  0  0   0
DNPHENOOH                      266.11800000  6  6 10  2  0  0  0  0   0
NDNPHENO                       294.10800000  6  4 11  3  0  0  0  0   0
NDNPHENOOH                     311.11500000  6  5 12  3  0  0  0  0   0
PHENOOH                        176.12400000  6  8  6  0  0  0  0  0   0
PHENOH                         160.12500000  6  8  5  0  0  0  0  0   0
NPHENO                         204.11400000  6  6  7  1  0  0  0  0   0
NPHENOOH                       221.12100000  6  7  8  1  0  0  0  0   0
NPHENOH                        205.12200000  6  7  7  1  0  0  0  0   0
C6H5CH2O2                      123.13100000  7  7  2  0  0  0  0  0   1
TOLUENE                         92.14100000  7  8  0  0  0  0  0  0   0
TLBIPERO2                      173.14400000  7  9  5  0  0  0  0  0   1
TLEPOXMUC                      140.13800000  7  8  3  0  0  0  0  0   0
CRESOL                         108.14000000  7  8  1  0  0  0  0  0   0
C6H5CH2O                       107.13200000  7  7  1  0  0  0  0  0   0
C6H5CH2NO3                     153.13700000  7  7  3  1  0  0  0  0   0
C6H5CH2OOH                     124.13900000  7  8  2  0  0  0  0  0   0
BENZAL                         106.12400000  7  6  1  0  0  0  0  0   0
C6H5CH2OH                      108.14000000  7  8  1  0  0  0  0  0   0
TLBIPERO                       157.14500000  7  9  4  0  0  0  0  0   0
TLBIPERNO3                     203.15000000  7  9  6  1  0  0  0  0   0
C5DICARB                        98.10100000  5  6  2  0  0  0  0  0   0
TLFUONE                         98.10100000  5  6  2  0  0  0  0  0   0
TLBIPEROOH                     174.15200000  7 10  5  0  0  0  0  0   0
TLBIPER2OH                     158.15300000  7 10  4  0  0  0  0  0   0
TLOBIPEROH                     156.13700000  7  8  4  0  0  0  0  0   0
C5CO14O2                       129.09100000  5  5  4  0  0  0  0  0   1
C3MCODBCO2                     113.09200000  5  5  3  0  0  0  0  0   0
C5DICARBO2                     147.10600000  5  7  5  0  0  0  0  0   1
C5CO14CO2                      113.09200000  5  5  3  0  0  0  0  0   0
C5COO2NO2                      175.09600000  5  5  6  1  0  0  0  0   0
C5CO14OOH                      130.09900000  5  6  4  0  0  0  0  0   0
C5CO14OH                       114.10000000  5  6  3  0  0  0  0  0   0
C5DICARBO                      131.10700000  5  7  4  0  0  0  0  0   0
C5DICAROOH                     148.11400000  5  8  5  0  0  0  0  0   0
C5134CO2OH                     130.09900000  5  6  4  0  0  0  0  0   0
C514CO23OH                     132.11500000  5  8  4  0  0  0  0  0   0
C54CO                          128.08300000  5  4  4  0  0  0  0  0   0
MGLOOB                          88.06200000  3  4  3  0  0  0  0  0   0
MC3CODBCO2                     113.09200000  5  5  3  0  0  0  0  0   0
MMALANHY                       112.08400000  5  4  3  0  0  0  0  0   0
MMALANHYO2                     161.08900000  5  5  6  0  0  0  0  0   1
MMALANHYO                      145.09000000  5  5  5  0  0  0  0  0   0
MMALNHYOOH                     162.09700000  5  6  6  0  0  0  0  0   0
MMALNHY2OH                     146.09800000  5  6  5  0  0  0  0  0   0
C4MDIAL                         98.10100000  5  6  2  0  0  0  0  0   0
C3MCODBCO3                     129.09100000  5  5  4  0  0  0  0  0   1
PXYFUONE                        98.10100000  5  6  2  0  0  0  0  0   0
MC3CODBCO3                     129.09100000  5  5  4  0  0  0  0  0   1
C4M2ALOHO2                     147.10600000  5  7  5  0  0  0  0  0   1
C4M2ALOHO                      131.10700000  5  7  4  0  0  0  0  0   0
C4M2AL2OH                      132.11500000  5  8  4  0  0  0  0  0   0
MC3CODBPAN                     175.09600000  5  5  6  1  0  0  0  0   0
C5PACALD2                      130.09900000  5  6  4  0  0  0  0  0   0
MC3ODBCO2H                     114.10000000  5  6  3  0  0  0  0  0   0
C3MCODBPAN                     175.09600000  5  5  6  1  0  0  0  0   0
C5PACALD1                      130.09900000  5  6  4  0  0  0  0  0   0
C615CO2O2                      143.11800000  6  7  4  0  0  0  0  0   1
TLEMUCCO3                      171.12800000  7  7  5  0  0  0  0  0   1
TLEMUCO2                       189.14300000  7  9  6  0  0  0  0  0   1
TLEMUCO                        173.14400000  7  9  5  0  0  0  0  0   0
TLEMUCNO3                      219.14900000  7  9  7  1  0  0  0  0   0
TLEMUCOOH                      190.15100000  7 10  6  0  0  0  0  0   0
TLEMUCOH                       174.15200000  7 10  5  0  0  0  0  0   0
TLEMUCCO                       172.13600000  7  8  5  0  0  0  0  0   0
C615CO2O                       127.11900000  6  7  3  0  0  0  0  0   0
TLEMUCPAN                      217.13300000  7  7  7  1  0  0  0  0   0
TLEMUCCO3H                     172.13600000  7  8  5  0  0  0  0  0   0
TLEMUCCO2H                     156.13700000  7  8  4  0  0  0  0  0   0
C615CO2OOH                     144.12600000  6  8  4  0  0  0  0  0   0
C615CO2OH                      128.12700000  6  8  3  0  0  0  0  0   0
C6125CO                        126.11100000  6  6  3  0  0  0  0  0   0
PTLQO2                         171.12800000  7  7  5  0  0  0  0  0   1
PTLQONE                        122.12300000  7  6  2  0  0  0  0  0   0
PTLQO                          155.12900000  7  7  4  0  0  0  0  0   0
C6CO2OHCO3                     187.12700000  7  7  6  0  0  0  0  0   1
PTLQOOH                        172.13600000  7  8  5  0  0  0  0  0   0
PTLQOH                         156.13700000  7  8  4  0  0  0  0  0   0
PTLQCO                         154.12100000  7  6  4  0  0  0  0  0   0
TLFUO2                         147.10600000  5  7  5  0  0  0  0  0   1
TLFUO                          131.10700000  5  7  4  0  0  0  0  0   0
TLFUOOH                        148.11400000  5  8  5  0  0  0  0  0   0
TLFUOH                         132.11500000  5  8  4  0  0  0  0  0   0
TOL1O                          107.13200000  7  7  1  0  0  0  0  0   0
CRESO2                         189.14300000  7  9  6  0  0  0  0  0   1
MCATECHOL                      124.13900000  7  8  2  0  0  0  0  0   0
NCRESO2                        234.14000000  7  8  8  1  0  0  0  0   1
OXYL1O2                        123.13100000  7  7  2  0  0  0  0  0   1
CRESO                          173.14400000  7  9  5  0  0  0  0  0   0
MCATEC1O                       123.13100000  7  7  2  0  0  0  0  0   0
MCATECOOA                      172.13600000  7  8  5  0  0  0  0  0   0
MNCATECH                       169.13600000  7  7  4  1  0  0  0  0   0
MCATEC1O2                      139.13000000  7  7  3  0  0  0  0  0   1
MCATEC1OOH                     140.13800000  7  8  3  0  0  0  0  0   0
NCRES1O                        152.12900000  7  6  3  1  0  0  0  0   0
TOL1OHNO2                      153.13700000  7  7  3  1  0  0  0  0   0
DNCRES                         198.13400000  7  6  5  2  0  0  0  0   0
NCRES1O2                       168.12800000  7  6  4  1  0  0  0  0   1
NCRES1OOH                      169.13600000  7  7  4  1  0  0  0  0   0
MNCATECO2                      250.13900000  7  8  9  1  0  0  0  0   1
MNNCATECO2                     295.13600000  7  7 11  2  0  0  0  0   1
MNCATECO                       234.14000000  7  8  8  1  0  0  0  0   0
NC4MDCO2H                      159.09700000  5  5  5  1  0  0  0  0   0
MNCATECOOH                     251.14700000  7  9  9  1  0  0  0  0   0
MNNCATECO                      279.13700000  7  7 10  2  0  0  0  0   0
MNNCATCOOH                     296.14400000  7  8 11  2  0  0  0  0   0
DNCRESO2                       279.13700000  7  7 10  2  0  0  0  0   1
NDNCRESO2                      324.13400000  7  6 12  3  0  0  0  0   1
DNCRESO                        263.13800000  7  7  9  2  0  0  0  0   0
DNCRESOOH                      280.14500000  7  8 10  2  0  0  0  0   0
NDNCRESO                       308.13500000  7  6 11  3  0  0  0  0   0
NDNCRESOOH                     325.14200000  7  7 12  3  0  0  0  0   0
CRESOOH                        190.15100000  7 10  6  0  0  0  0  0   0
CRESOH                         174.15200000  7 10  5  0  0  0  0  0   0
NCRESO                         218.14100000  7  8  7  1  0  0  0  0   0
NCRESOOH                       235.14800000  7  9  8  1  0  0  0  0   0
NCRESOH                        219.14900000  7  9  7  1  0  0  0  0   0
C6CO2OHPAN                     233.13200000  7  7  8  1  0  0  0  0   0
C6COOHCO3H                     188.13500000  7  8  6  0  0  0  0  0   0
CH3COCO3H                      104.06100000  3  4  4  0  0  0  0  0   0
CH3COCO3                       103.05300000  3  3  4  0  0  0  0  0   1
CH3COPAN                       149.05800000  3  3  6  1  0  0  0  0   0
C5CO2OHPAN                     219.10500000  6  5  8  1  0  0  0  0   0
C5COOHCO3H                     174.10800000  6  6  6  0  0  0  0  0   0
CHOMOHCO3                      133.07900000  4  5  5  0  0  0  0  0   1
CHOMOHPAN                      179.08400000  4  5  7  1  0  0  0  0   0
CHOMOHCO3H                     134.08700000  4  6  5  0  0  0  0  0   0
C3MDIALO                       101.08100000  4  5  3  0  0  0  0  0   0
C3MDIALO2                      117.08000000  4  5  4  0  0  0  0  0   1
C3MDIALOOH                     118.08800000  4  6  4  0  0  0  0  0   0
C3MDIALOH                      102.08900000  4  6  3  0  0  0  0  0   0
NBZFUO2                        178.07600000  4  4  7  1  0  0  0  0   1
NBZFUO                         162.07700000  4  4  6  1  0  0  0  0   0
NBZFUONE                       161.06900000  4  3  6  1  0  0  0  0   0
NBZFUOOH                       179.08400000  4  5  7  1  0  0  0  0   0
BZFUONOOA                      132.07100000  4  4  5  0  0  0  0  0   0
BZFUONOO                       132.07100000  4  4  5  0  0  0  0  0   0
CO14O3CO2H                     132.07100000  4  4  5  0  0  0  0  0   0
NBZQO2                         202.09800000  6  4  7  1  0  0  0  0   1
NBZQO                          186.09900000  6  4  6  1  0  0  0  0   0
C6CO4DB                        140.09400000  6  4  4  0  0  0  0  0   0
NBZQOOH                        203.10600000  6  5  7  1  0  0  0  0   0
C4CO2DBCO3                     143.07400000  5  3  5  0  0  0  0  0   1
C4CO2DBPAN                     189.07900000  5  3  7  1  0  0  0  0   0
C4CO2DCO3H                     144.08200000  5  4  5  0  0  0  0  0   0
NTLFUO2                        192.10300000  5  6  7  1  0  0  0  0   1
NTLFUO                         176.10400000  5  6  6  1  0  0  0  0   0
NTLFUOOH                       193.11100000  5  7  7  1  0  0  0  0   0
TLFUONOOA                      146.09800000  5  6  5  0  0  0  0  0   0
TLFUONOO                       146.09800000  5  6  5  0  0  0  0  0   0
C24O3CCO2H                     146.09800000  5  6  5  0  0  0  0  0   0
NPTLQO2                        216.12500000  7  6  7  1  0  0  0  0   1
NPTLQO                         200.12600000  7  6  6  1  0  0  0  0   0
C7CO4DB                        154.12100000  7  6  4  0  0  0  0  0   0
NPTLQOOH                       217.13300000  7  7  7  1  0  0  0  0   0
C5CO2DBCO3                     157.10100000  6  5  5  0  0  0  0  0   1
C5CO2DBPAN                     203.10600000  6  5  7  1  0  0  0  0   0
C5CO2DCO3H                     158.10900000  6  6  5  0  0  0  0  0   0
